31,132,2,True,73,36,2022-05-07 19:49:39,2022-05-07 20:17:39,79,10
32,132,105,True,0,79,2022-05-07 20:34:39,,0,10
33,652,85,True,158,0,,2015-04-13 16:55:29,158,11
34,652,128,True,102,139,2015-04-13 17:00:29,2015-04-13 17:11:29,121,11
35,652,88,True,0,121,2015-04-13 17:29:29,,0,11
36,508,117,True,136,0,,2017-01-02 20:15:51,136,12
37,508,4,True,62,2,2017-01-02 20:15:51,2017-01-02 20:28:51,196,12
38,508,175,True,0,196,2017-01-02 20:54:51,,0,12
39,904,108,False,87,0,,2018-04-08 01:02:54,87,13
40,904,128,False,76,19,2018-04-08 01:05:54,2018-04-08 01:47:54,144,13
41,904,20,False,0,144,2018-04-08 02:02:54,,0,13
42,102,5,True,111,0,,2011-06-20 16:06:43,111,14
43,102,144,True,36,91,2011-06-20 16:06:43,2011-06-20 16:40:43,56,14
44,102,153,True,0,56,2011-06-20 16:49:43,,0,14
45,734,138,True,146,0,,2010-10-25 20:42:11,146,15
46,734,154,True,104,65,2010-10-25 20:47:11,2010-10-25 21:11:11,185,15
47,734,176,True,0,185,2010-10-25 21:35:11,,0,15
48,375,31,False,298,0,,2022-02-09 05:47:38,298,16
49,375,12,False,30,89,2022-02-09 05:51:38,2022-02-09 06:30:38,239,16
50,375,1,False,0,239,2022-02-09 06:49:38,,0,16
51,420,110,True,100,0,,2016-03-24 08:35:14,100,17
52,420,0,True,98,40,2016-03-24 08:35:14,2016-03-24 09:09:14,158,17
53,420,144,True,0,158,2016-03-24 09:32:14,,0,17
54,999,108,False,62,0,,2019-11-04 02:41:36,62,18
55,999,11,False,139,3,2019-11-04 02:43:36,2019-11-04 03:01:36,198,18
56,999,13,False,0,198,2019-11-04 03:20:36,,0,18
57,718,149,False,313,0,,2011-07-02 21:00:32,313,19
58,718,2,False,104,12,2011-07-02 21:02:32,2011-07-02 21:39:32,405,19
59,718,32,False,0,405,2011-07-02 21:53:32,,0,19
60,281,164,False,7,0,,2017-06-02 13:20:27,7,20
61,281,130,False,141,6,2017-06-02 13:20:27,2017-06-02 13:39:27,142,20
62,281,67,False,0,142,2017-06-02 14:06:27,,0,20
63,631,17,True,346,0,,2013-07-10 15:37:11,346,21
64,631,3,True,57,298,2013-07-10 15:39:11,2013-07-10 16:23:11,105,21
65,631,52,True,0,105,2013-07-10 16:42:11,,0,21
66,452,86,False,179,0,,2015-01-04 13:15:03,179,22
67,452,129,False,98,27,2015-01-04 13:20:03,2015-01-04 13:39:03,250,22
68,452,44,False,0,250,2015-01-04 13:54:03,,0,22
69,22,105,False,311,0,,2015-11-24 09:03:34,311,23
70,22,133,False,95,21,2015-11-24 09:05:34,2015-11-24 09:41:34,385,23
71,22,83,False,0,385,2015-11-24 09:58:34,,0,23
72,687,13,True,159,0,,2010-12-23 01:55:03,159,24
73,687,11,True,24,58,2010-12-23 01:59:03,2010-12-23 02:09:03,125,24
74,687,99,True,0,125,2010-12-23 02:45:03,,0,24
75,792,37,True,85,0,,2021-08-11 10:31:24,85,25
76,792,3,True,84,6,2021-08-11 10:32:24,2021-08-11 10:54:24,163,25
77,792,81,True,0,163,2021-08-11 11:18:24,,0,25
78,628,121,True,68,0,,2022-06-14 13:24:21,68,26
79,628,5,True,224,59,2022-06-14 13:25:21,2022-06-14 13:36:21,233,26
80,628,164,True,0,233,2022-06-14 13:45:21,,0,26
81,948,128,False,75,0,,2016-12-06 15:54:33,75,27
82,948,1,False,30,62,2016-12-06 15:55:33,2016-12-06 16:04:33,43,27
83,948,122,False,0,43,2016-12-06 16:16:33,,0,27
84,386,69,True,350,0,,2020-07-20 18:43:04,350,28
85,386,129,True,61,287,2020-07-20 18:43:04,2020-07-20 19:17:04,124,28
86,386,126,True,0,124,2020-07-20 19:41:04,,0,28
87,528,143,False,112,0,,2012-09-13 14:05:27,112,29
88,528,2,False,37,10,2012-09-13 14:10:27,2012-09-13 14:20:27,139,29
89,528,36,False,0,139,2012-09-13 14:35:27,,0,29
90,983,127,False,92,0,,2022-04-17 19:39:47,92,30
91,983,144,False,143,39,2022-04-17 19:44:47,2022-04-17 19:57:47,196,30
92,983,29,False,0,196,2022-04-17 20:15:47,,0,30
93,777,135,False,52,0,,2019-09-12 19:04:36,52,31
94,777,132,False,40,10,2019-09-12 19:05:36,2019-09-12 19:49:36,82,31
95,777,54,False,0,82,2019-09-12 20:18:36,,0,31
96,486,126,False,464,0,,2012-01-13 16:22:26,464,32
97,486,2,False,109,206,2012-01-13 16:23:26,2012-01-13 16:58:26,367,32
98,486,72,False,0,367,2012-01-13 17:10:26,,0,32
99,898,63,True,66,0,,2016-07-17 19:20:55,66,33
100,898,2,True,160,60,2016-07-17 19:23:55,2016-07-17 19:38:55,166,33
101,898,126,True,0,166,2016-07-17 19:59:55,,0,33
102,779,167,False,467,0,,2018-06-18 00:26:09,467,34
103,779,132,False,148,224,2018-06-18 00:27:09,2018-06-18 00:56:09,391,34
104,779,65,False,0,391,2018-06-18 01:17:09,,0,34
105,963,121,True,169,0,,2012-11-03 22:14:26,169,35
106,963,0,True,11,49,2012-11-03 22:17:26,2012-11-03 22:23:26,131,35
107,963,129,True,0,131,2012-11-03 22:51:26,,0,35
108,698,14,True,40,0,,2019-09-29 04:04:41,40,36
109,698,6,True,78,39,2019-09-29 04:09:41,2019-09-29 04:37:41,79,36
110,698,173,True,0,79,2019-09-29 04:47:41,,0,36
111,653,36,True,98,0,,2010-04-26 04:12:35,98,37
112,653,12,True,96,1,2010-04-26 04:14:35,2010-04-26 04:50:35,193,37
113,653,171,True,0,193,2010-04-26 05:23:35,,0,37
114,772,45,True,153,0,,2017-07-13 04:21:43,153,38
115,772,135,True,33,107,2017-07-13 04:23:43,2017-07-13 05:03:43,79,38
116,772,134,True,0,79,2017-07-13 05:16:43,,0,38
117,523,40,True,109,0,,2019-09-04 13:14:03,109,39
118,523,134,True,111,44,2019-09-04 13:14:03,2019-09-04 13:36:03,176,39
119,523,58,True,0,176,2019-09-04 13:46:03,,0,39
120,260,93,False,49,0,,2018-09-01 08:34:51,49,40
121,260,2,False,132,16,2018-09-01 08:37:51,2018-09-01 08:54:51,165,40
122,260,33,False,0,165,2018-09-01 09:16:51,,0,40
123,805,64,True,311,0,,2014-07-30 13:21:04,311,41
124,805,3,True,133,195,2014-07-30 13:21:04,2014-07-30 13:51:04,249,41
125,805,156,True,0,249,2014-07-30 14:20:04,,0,41
126,813,13,True,49,0,,2015-10-15 19:15:28,49,42
127,813,4,True,336,4,2015-10-15 19:20:28,2015-10-15 20:00:28,381,42
128,813,33,True,0,381,2015-10-15 20:33:28,,0,42
129,631,17,True,197,0,,2014-10-28 19:53:30,197,43
130,631,3,True,133,76,2014-10-28 19:55:30,2014-10-28 20:04:30,254,43
131,631,52,True,0,254,2014-10-28 20:25:30,,0,43
132,193,88,True,108,0,,2010-11-09 11:27:25,108,44
133,193,128,True,91,95,2010-11-09 11:32:25,2010-11-09 12:02:25,104,44
134,193,107,True,0,104,2010-11-09 12:21:25,,0,44
135,810,172,False,154,0,,2021-09-26 01:35:29,154,45
136,810,8,False,329,53,2021-09-26 01:37:29,2021-09-26 01:50:29,430,45
137,810,155,False,0,430,2021-09-26 02:24:29,,0,45
138,854,19,True,291,0,,2013-10-10 00:07:00,291,46
139,854,9,True,171,256,2013-10-10 00:10:00,2013-10-10 00:44:00,206,46
140,854,45,True,0,206,2013-10-10 00:57:00,,0,46
141,296,28,True,92,0,,2022-10-11 00:52:02,92,47
142,296,0,True,251,23,2022-10-11 00:57:02,2022-10-11 01:12:02,320,47
143,296,71,True,0,320,2022-10-11 01:38:02,,0,47
144,840,174,False,211,0,,2012-07-16 19:44:44,211,48
145,840,11,False,70,62,2012-07-16 19:47:44,2012-07-16 19:56:44,219,48
146,840,130,False,0,219,2012-07-16 20:06:44,,0,48
147,953,90,False,203,0,,2012-01-02 01:02:28,203,49
148,953,151,False,32,183,2012-01-02 01:06:28,2012-01-02 01:14:28,52,49
149,953,54,False,0,52,2012-01-02 01:48:28,,0,49
150,891,141,False,334,0,,2019-01-06 04:27:30,334,50
151,891,9,False,40,152,2019-01-06 04:29:30,2019-01-06 04:50:30,222,50
152,891,22,False,0,222,2019-01-06 05:04:30,,0,50
153,943,27,True,116,0,,2011-03-19 10:13:43,116,51
154,943,3,True,169,41,2011-03-19 10:18:43,2011-03-19 10:47:43,244,51
155,943,155,True,0,244,2011-03-19 10:57:43,,0,51
156,441,17,False,302,0,,2014-01-25 23:23:02,302,52
157,441,1,False,269,210,2014-01-25 23:27:02,2014-01-25 23:56:02,361,52
158,441,12,False,0,361,2014-01-26 00:15:02,,0,52
159,570,135,False,156,0,,2019-07-25 23:45:33,156,53
160,570,2,False,182,45,2019-07-25 23:48:33,2019-07-26 00:02:33,293,53
161,570,9,False,0,293,2019-07-26 00:41:33,,0,53
162,88,138,True,351,0,,2013-12-19 06:46:45,351,54
163,88,1,True,120,334,2013-12-19 06:48:45,2013-12-19 07:21:45,137,54
164,88,164,True,0,137,2013-12-19 07:43:45,,0,54
165,273,46,False,62,0,,2012-12-01 20:04:52,62,55
166,273,0,False,297,53,2012-12-01 20:06:52,2012-12-01 20:37:52,306,55
167,273,42,False,0,306,2012-12-01 21:11:52,,0,55
168,366,82,True,220,0,,2014-07-25 07:24:50,220,56
169,366,136,True,35,76,2014-07-25 07:26:50,2014-07-25 07:31:50,179,56
170,366,122,True,0,179,2014-07-25 07:58:50,,0,56
171,282,85,False,57,0,,2019-12-15 05:24:29,57,57
172,282,0,False,15,9,2019-12-15 05:25:29,2019-12-15 05:50:29,63,57
173,282,46,False,0,63,2019-12-15 06:07:29,,0,57
174,59,112,True,300,0,,2018-01-05 09:06:29,300,58
175,59,128,True,46,106,2018-01-05 09:11:29,2018-01-05 09:23:29,240,58
176,59,163,True,0,240,2018-01-05 09:51:29,,0,58
177,198,65,True,118,0,,2011-09-26 12:02:11,118,59
178,198,132,True,116,24,2011-09-26 12:07:11,2011-09-26 12:24:11,210,59
179,198,143,True,0,210,2011-09-26 12:56:11,,0,59
180,844,127,False,4,0,,2011-07-26 12:26:32,4,60
181,844,130,False,26,0,2011-07-26 12:28:32,2011-07-26 12:46:32,30,60
182,844,110,False,0,30,2011-07-26 13:00:32,,0,60
183,26,4,True,188,0,,2011-09-17 07:14:11,188,61
184,26,136,True,47,7,2011-09-17 07:15:11,2011-09-17 07:58:11,228,61
185,26,11,True,0,228,2011-09-17 08:18:11,,0,61
186,881,57,True,160,0,,2019-01-20 00:05:46,160,62
187,881,132,True,71,40,2019-01-20 00:09:46,2019-01-20 00:42:46,191,62
188,881,157,True,0,191,2019-01-20 00:51:46,,0,62
189,350,44,False,167,0,,2017-06-22 03:12:44,167,63
190,350,129,False,4,35,2017-06-22 03:12:44,2017-06-22 03:30:44,136,63
191,350,7,False,0,136,2017-06-22 04:00:44,,0,63
192,671,112,False,209,0,,2018-12-06 22:52:28,209,64
193,671,128,False,191,174,2018-12-06 22:57:28,2018-12-06 23:08:28,226,64
194,671,111,False,0,226,2018-12-06 23:21:28,,0,64
195,355,125,False,285,0,,2012-12-01 07:16:15,285,65
196,355,128,False,24,127,2012-12-01 07:17:15,2012-12-01 07:59:15,182,65
197,355,104,False,0,182,2012-12-01 08:16:15,,0,65
198,765,33,True,116,0,,2022-07-27 08:07:13,116,66
199,765,2,True,62,15,2022-07-27 08:08:13,2022-07-27 08:32:13,163,66
200,765,79,True,0,163,2022-07-27 08:49:13,,0,66
201,903,83,False,329,0,,2017-04-12 16:32:11,329,67
202,903,143,False,88,53,2017-04-12 16:35:11,2017-04-12 16:46:11,364,67
203,903,76,False,0,364,2017-04-12 16:59:11,,0,67
204,956,23,True,105,0,,2012-01-14 18:00:26,105,68
205,956,131,True,195,7,2012-01-14 18:00:26,2012-01-14 18:35:26,293,68
206,956,29,True,0,293,2012-01-14 19:07:26,,0,68
207,455,35,True,118,0,,2017-11-12 22:22:12,118,69
208,455,20,True,121,0,2017-11-12 22:23:12,2017-11-12 22:54:12,239,69
209,455,77,True,0,239,2017-11-12 23:18:12,,0,69
210,96,41,True,242,0,,2022-07-31 19:37:43,242,70
211,96,129,True,129,23,2022-07-31 19:41:43,2022-07-31 20:17:43,348,70
212,96,70,True,0,348,2022-07-31 20:44:43,,0,70
213,938,105,True,109,0,,2022-08-27 04:25:46,109,71
214,938,133,True,101,95,2022-08-27 04:25:46,2022-08-27 04:56:46,115,71
215,938,131,True,0,115,2022-08-27 05:18:46,,0,71
216,654,90,False,125,0,,2018-01-29 17:21:34,125,72
217,654,130,False,161,98,2018-01-29 17:22:34,2018-01-29 17:45:34,188,72
218,654,83,False,0,188,2018-01-29 18:14:34,,0,72
219,863,158,False,260,0,,2010-02-24 05:50:13,260,73
220,863,0,False,137,73,2010-02-24 05:50:13,2010-02-24 06:26:13,324,73
221,863,49,False,0,324,2010-02-24 06:44:13,,0,73
222,805,64,True,62,0,,2015-08-18 21:30:15,62,74
223,805,3,True,52,52,2015-08-18 21:33:15,2015-08-18 21:43:15,62,74
224,805,156,True,0,62,2015-08-18 22:09:15,,0,74
225,82,61,True,93,0,,2021-12-14 08:44:00,93,75
226,82,4,True,328,69,2021-12-14 08:46:00,2021-12-14 08:53:00,352,75
227,82,113,True,0,352,2021-12-14 09:30:00,,0,75
228,486,72,True,412,0,,2018-09-24 06:50:48,412,76
229,486,2,True,177,292,2018-09-24 06:50:48,2018-09-24 07:33:48,297,76
230,486,126,True,0,297,2018-09-24 07:52:48,,0,76
231,971,137,False,134,0,,2011-05-19 12:26:18,134,77
232,971,21,False,316,77,2011-05-19 12:28:18,2011-05-19 12:36:18,373,77
233,971,119,False,0,373,2011-05-19 12:58:18,,0,77
234,140,12,True,26,0,,2020-03-29 11:10:29,26,78
235,140,131,True,84,10,2020-03-29 11:14:29,2020-03-29 11:23:29,100,78
236,140,170,True,0,100,2020-03-29 11:51:29,,0,78
237,965,59,True,25,0,,2011-11-03 17:30:58,25,79
238,965,2,True,296,15,2011-11-03 17:35:58,2011-11-03 18:16:58,306,79
239,965,85,True,0,306,2011-11-03 18:39:58,,0,79
240,496,41,True,220,0,,2010-06-14 06:58:47,220,80
241,496,142,True,0,220,2010-06-14 07:18:47,,0,80
242,520,106,True,331,0,,2011-09-16 11:53:55,331,81
243,520,135,True,57,44,2011-09-16 11:54:55,2011-09-16 12:18:55,344,81
244,520,120,True,0,344,2011-09-16 12:52:55,,0,81
245,947,17,True,100,0,,2016-10-28 08:01:43,100,82
246,947,3,True,119,59,2016-10-28 08:04:43,2016-10-28 08:44:43,160,82
247,947,56,True,0,160,2016-10-28 09:12:43,,0,82
248,136,32,True,242,0,,2010-09-21 23:26:43,242,83
249,136,2,True,35,86,2010-09-21 23:29:43,2010-09-21 23:36:43,191,83
250,136,72,True,0,191,2010-09-21 23:48:43,,0,83
251,815,14,True,394,0,,2019-10-26 23:22:34,394,84
252,815,9,True,219,349,2019-10-26 23:24:34,2019-10-27 00:07:34,264,84
253,815,24,True,0,264,2019-10-27 00:14:34,,0,84
254,222,111,True,103,0,,2012-01-11 08:11:15,103,85
255,222,11,True,157,45,2012-01-11 08:13:15,2012-01-11 08:35:15,215,85
256,222,127,True,0,215,2012-01-11 08:43:15,,0,85
257,338,113,False,336,0,,2017-08-31 18:42:38,336,86
258,338,147,False,7,68,2017-08-31 18:46:38,2017-08-31 19:27:38,275,86
259,338,87,False,0,275,2017-08-31 19:54:38,,0,86
260,321,25,True,267,0,,2018-08-03 02:24:48,267,87
261,321,8,True,70,148,2018-08-03 02:26:48,2018-08-03 03:05:48,189,87
262,321,168,True,0,189,2018-08-03 03:44:48,,0,87
263,104,149,False,180,0,,2020-09-30 02:20:02,180,88
264,104,15,False,255,64,2020-09-30 02:25:02,2020-09-30 02:30:02,371,88
265,104,43,False,0,371,2020-09-30 02:59:02,,0,88
266,51,160,False,486,0,,2016-03-07 15:22:57,486,89
267,51,128,False,35,393,2016-03-07 15:22:57,2016-03-07 15:42:57,128,89
268,51,35,False,0,128,2016-03-07 16:03:57,,0,89
269,692,42,True,152,0,,2021-03-14 04:29:59,152,90
270,692,129,True,136,62,2021-03-14 04:30:59,2021-03-14 04:42:59,226,90
271,692,163,True,0,226,2021-03-14 05:08:59,,0,90
272,923,58,True,126,0,,2022-08-18 03:35:55,126,91
273,923,130,True,70,12,2022-08-18 03:37:55,2022-08-18 03:48:55,184,91
274,923,108,True,0,184,2022-08-18 04:15:55,,0,91
275,856,30,True,70,0,,2021-01-12 09:03:02,70,92
276,856,1,True,122,0,2021-01-12 09:04:02,2021-01-12 09:23:02,192,92
277,856,124,True,0,192,2021-01-12 09:56:02,,0,92
278,17,32,False,79,0,,2020-10-27 17:29:20,79,93
279,17,2,False,236,65,2020-10-27 17:29:20,2020-10-27 17:46:20,250,93
280,17,22,False,0,250,2020-10-27 18:22:20,,0,93
281,220,175,False,148,0,,2012-04-20 15:20:54,148,94
282,220,4,False,326,55,2012-04-20 15:25:54,2012-04-20 15:42:54,419,94
283,220,160,False,0,419,2012-04-20 16:17:54,,0,94
284,711,152,False,6,0,,2014-02-17 06:04:29,6,95
285,711,20,False,25,2,2014-02-17 06:07:29,2014-02-17 06:20:29,29,95
286,711,35,False,0,29,2014-02-17 06:42:29,,0,95
287,4,151,False,48,0,,2020-05-01 13:34:26,48,96
288,4,144,False,278,42,2020-05-01 13:39:26,2020-05-01 13:58:26,284,96
289,4,141,False,0,284,2020-05-01 14:27:26,,0,96
290,986,171,False,16,0,,2013-05-09 12:08:24,16,97
291,986,151,False,380,9,2013-05-09 12:09:24,2013-05-09 12:18:24,387,97
292,986,138,False,0,387,2013-05-09 12:46:24,,0,97
293,598,64,False,85,0,,2011-10-16 00:43:18,85,98
294,598,3,False,229,81,2011-10-16 00:44:18,2011-10-16 01:08:18,233,98
295,598,47,False,0,233,2011-10-16 01:43:18,,0,98
296,928,147,False,122,0,,2021-09-06 21:51:57,122,99
297,928,2,False,202,45,2021-09-06 21:56:57,2021-09-06 22:05:57,279,99
298,928,28,False,0,279,2021-09-06 22:35:57,,0,99
299,518,165,False,322,0,,2014-08-09 14:31:50,322,100
300,518,2,False,134,112,2014-08-09 14:35:50,2014-08-09 14:57:50,344,100
301,518,0,False,0,344,2014-08-09 15:04:50,,0,100
302,337,126,False,216,0,,2019-03-27 01:32:01,216,101
303,337,2,False,213,76,2019-03-27 01:32:01,2019-03-27 02:16:01,353,101
304,337,72,False,0,353,2019-03-27 02:26:01,,0,101
305,335,68,True,129,0,,2021-12-31 08:57:44,129,102
306,335,6,True,146,40,2021-12-31 08:58:44,2021-12-31 09:22:44,235,102
307,335,118,True,0,235,2021-12-31 09:41:44,,0,102
308,263,122,False,415,0,,2017-09-17 02:23:11,415,103
309,263,131,False,120,297,2017-09-17 02:23:11,2017-09-17 03:03:11,238,103
310,263,55,False,0,238,2017-09-17 03:18:11,,0,103
311,809,146,False,19,0,,2017-12-13 09:00:54,19,104
312,809,132,False,25,2,2017-12-13 09:04:54,2017-12-13 09:28:54,42,104
313,809,84,False,0,42,2017-12-13 09:44:54,,0,104
314,882,134,False,150,0,,2020-02-27 17:00:05,150,105
315,882,131,False,13,56,2020-02-27 17:00:05,2020-02-27 17:09:05,107,105
316,882,111,False,0,107,2020-02-27 17:17:05,,0,105
317,300,119,True,197,0,,2019-08-01 10:02:18,197,106
318,300,131,True,148,193,2019-08-01 10:04:18,2019-08-01 10:09:18,152,106
319,300,123,True,0,152,2019-08-01 10:28:18,,0,106
320,638,33,True,209,0,,2021-09-19 11:19:02,209,107
321,638,7,True,282,111,2021-09-19 11:22:02,2021-09-19 11:36:02,380,107
322,638,179,True,0,380,2021-09-19 11:46:02,,0,107
323,383,46,True,344,0,,2021-04-17 06:22:33,344,108
324,383,139,True,162,304,2021-04-17 06:26:33,2021-04-17 06:45:33,202,108
325,383,109,True,0,202,2021-04-17 07:23:33,,0,108
326,324,15,False,9,0,,2022-12-07 17:16:03,9,109
327,324,130,False,21,6,2022-12-07 17:17:03,2022-12-07 17:51:03,24,109
328,324,7,False,0,24,2022-12-07 18:01:03,,0,109
329,512,135,False,153,0,,2015-11-28 16:43:31,153,110
330,512,8,False,124,114,2015-11-28 16:45:31,2015-11-28 16:57:31,163,110
331,512,75,False,0,163,2015-11-28 17:24:31,,0,110
332,826,51,True,43,0,,2014-10-23 16:23:07,43,111
333,826,15,True,171,4,2014-10-23 16:25:07,2014-10-23 16:55:07,210,111
334,826,124,True,0,210,2014-10-23 17:13:07,,0,111
335,971,137,False,231,0,,2023-05-22 01:33:02,231,112
336,971,21,False,207,161,2023-05-22 01:36:02,2023-05-22 02:01:02,277,112
337,971,119,False,0,277,2023-05-22 02:20:02,,0,112
338,415,115,False,395,0,,2023-02-21 13:00:57,395,113
339,415,129,False,1,175,2023-02-21 13:02:57,2023-02-21 13:38:57,221,113
340,415,66,False,0,221,2023-02-21 13:57:57,,0,113
341,567,94,False,186,0,,2015-08-20 14:58:53,186,114
342,567,151,False,173,74,2015-08-20 14:59:53,2015-08-20 15:05:53,285,114
343,567,18,False,0,285,2015-08-20 15:25:53,,0,114
344,57,56,True,229,0,,2020-02-21 09:39:11,229,115
345,57,134,True,65,115,2020-02-21 09:42:11,2020-02-21 10:17:11,179,115
346,57,145,True,0,179,2020-02-21 10:38:11,,0,115
347,764,29,True,267,0,,2011-01-27 04:24:13,267,116
348,764,131,True,45,40,2011-01-27 04:29:13,2011-01-27 04:36:13,272,116
349,764,140,True,0,272,2011-01-27 05:00:13,,0,116
350,666,134,False,95,0,,2010-12-26 04:08:24,95,117
351,666,12,False,5,89,2010-12-26 04:08:24,2010-12-26 04:40:24,11,117
352,666,18,False,0,11,2010-12-26 04:49:24,,0,117
353,141,144,False,35,0,,2015-09-06 02:26:32,35,118
354,141,3,False,186,10,2015-09-06 02:30:32,2015-09-06 03:14:32,211,118
355,141,67,False,0,211,2015-09-06 03:30:32,,0,118
356,2,177,False,94,0,,2016-09-04 23:54:52,94,119
357,2,3,False,127,69,2016-09-04 23:55:52,2016-09-05 00:32:52,152,119
358,2,47,False,0,152,2016-09-05 01:05:52,,0,119
359,189,48,True,34,0,,2017-05-08 11:26:19,34,120
360,189,136,True,182,29,2017-05-08 11:28:19,2017-05-08 12:08:19,187,120
361,189,86,True,0,187,2017-05-08 12:39:19,,0,120
362,888,6,True,149,0,,2015-09-11 02:55:44,149,121
363,888,129,True,46,95,2015-09-11 02:58:44,2015-09-11 03:24:44,100,121
364,888,13,True,0,100,2015-09-11 03:38:44,,0,121
365,871,95,True,318,0,,2016-06-23 19:46:00,318,122
366,871,1,True,100,4,2016-06-23 19:46:00,2016-06-23 20:26:00,414,122
367,871,107,True,0,414,2016-06-23 20:47:00,,0,122
368,126,168,False,326,0,,2015-04-25 13:06:51,326,123
369,126,2,False,49,177,2015-04-25 13:08:51,2015-04-25 13:23:51,198,123
370,126,79,False,0,198,2015-04-25 13:42:51,,0,123
371,956,29,False,195,0,,2015-01-08 05:45:31,195,124
372,956,131,False,199,166,2015-01-08 05:49:31,2015-01-08 06:21:31,228,124
373,956,23,False,0,228,2015-01-08 06:39:31,,0,124
374,309,173,False,25,0,,2020-11-21 11:43:13,25,125
375,309,128,False,460,1,2020-11-21 11:46:13,2020-11-21 12:12:13,484,125
376,309,47,False,0,484,2020-11-21 12:35:13,,0,125
377,408,110,True,255,0,,2016-03-31 14:58:56,255,126
378,408,0,True,289,230,2016-03-31 14:58:56,2016-03-31 15:13:56,314,126
379,408,179,True,0,314,2016-03-31 15:48:56,,0,126
380,942,70,True,238,0,,2012-11-08 09:17:11,238,127
381,942,2,True,107,106,2012-11-08 09:22:11,2012-11-08 10:06:11,239,127
382,942,73,True,0,239,2012-11-08 10:31:11,,0,127
383,157,28,True,43,0,,2017-10-07 13:27:54,43,128
384,157,130,True,34,32,2017-10-07 13:30:54,2017-10-07 13:59:54,45,128
385,157,83,True,0,45,2017-10-07 14:33:54,,0,128
386,493,167,False,262,0,,2022-05-09 16:09:03,262,129
387,493,132,False,236,50,2022-05-09 16:14:03,2022-05-09 16:19:03,448,129
388,493,0,False,0,448,2022-05-09 16:49:03,,0,129
389,251,30,True,313,0,,2013-04-11 12:46:05,313,130
390,251,141,True,290,285,2013-04-11 12:48:05,2013-04-11 13:22:05,318,130
391,251,76,True,0,318,2013-04-11 13:55:05,,0,130
392,7,73,True,147,0,,2015-09-12 01:00:52,147,131
393,7,130,True,213,114,2015-09-12 01:02:52,2015-09-12 01:37:52,246,131
394,7,119,True,0,246,2015-09-12 01:56:52,,0,131
395,285,108,True,183,0,,2010-12-15 17:18:07,183,132
396,285,128,True,172,161,2010-12-15 17:23:07,2010-12-15 17:37:07,194,132
397,285,146,True,0,194,2010-12-15 17:56:07,,0,132
398,40,135,False,92,0,,2023-04-02 16:46:01,92,133
399,40,131,False,129,30,2023-04-02 16:51:01,2023-04-02 16:59:01,191,133
400,40,124,False,0,191,2023-04-02 17:32:01,,0,133
401,82,61,True,11,0,,2022-03-02 19:43:34,11,134
402,82,4,True,150,2,2022-03-02 19:46:34,2022-03-02 20:24:34,159,134
403,82,113,True,0,159,2022-03-02 21:01:34,,0,134
404,42,125,False,6,0,,2016-04-10 10:40:27,6,135
405,42,5,False,177,4,2016-04-10 10:44:27,2016-04-10 11:02:27,179,135
406,42,64,False,0,179,2016-04-10 11:36:27,,0,135
407,471,170,False,323,0,,2010-03-16 17:42:53,323,136
408,471,4,False,51,147,2010-03-16 17:42:53,2010-03-16 18:11:53,227,136
409,471,100,False,0,227,2010-03-16 18:40:53,,0,136
410,851,130,False,129,0,,2011-08-26 15:00:13,129,137
411,851,127,False,0,129,2011-08-26 15:29:13,,0,137
