269,132,167,False,0,186,2013-06-03 22:39:25,
270,45,16,True,57,0,,2017-11-08 11:11:20
271,45,11,True,145,3,2017-11-08 13:59:20,2017-11-08 14:20:20
272,45,168,True,0,199,2017-11-08 15:23:20,
273,9,40,False,253,0,,2011-03-10 01:31:55
274,9,0,False,178,4,2011-03-10 04:05:55,2011-03-10 04:11:55
275,9,144,False,0,427,2011-03-10 05:50:55,
276,191,49,True,20,0,,2015-03-27 11:26:38
277,191,2,True,122,1,2015-03-27 12:28:38,2015-03-27 13:13:38
278,191,155,True,0,141,2015-03-27 14:22:38,
279,890,58,False,67,0,,2014-01-30 05:35:22
280,890,128,False,92,3,2014-01-30 06:28:22,2014-01-30 07:11:22
281,890,108,False,0,156,2014-01-30 09:31:22,
282,784,108,False,197,0,,2018-03-24 09:16:31
283,784,128,False,24,78,2018-03-24 11:19:31,2018-03-24 11:57:31
284,784,128,False,0,143,2018-03-24 14:15:31,
285,881,83,False,154,0,,2020-10-06 15:38:28
286,881,2,False,200,130,2020-10-06 17:57:28,2020-10-06 18:42:28
287,881,155,False,0,224,2020-10-06 20:03:28,
288,305,74,False,74,0,,2013-04-04 04:34:19
289,305,3,False,212,26,2013-04-04 07:34:19,2013-04-04 07:52:19
290,305,168,False,0,260,2013-04-04 09:15:19,
291,653,66,False,255,0,,2022-11-23 18:16:12
292,653,139,False,100,158,2022-11-23 19:19:12,2022-11-23 19:55:12
293,653,148,False,0,197,2022-11-23 21:28:12,
294,138,90,False,84,0,,2019-07-19 17:02:53
295,138,134,False,209,67,2019-07-19 19:46:53,2019-07-19 19:52:53
296,138,173,False,0,226,2019-07-19 22:28:53,
297,451,104,False,202,0,,2022-04-19 18:14:42
298,451,136,False,34,141,2022-04-19 18:54:42,2022-04-19 19:02:42
299,451,137,False,0,95,2022-04-19 21:57:42,
300,199,37,False,82,0,,2018-07-02 07:40:41
301,199,138,False,299,16,2018-07-02 10:13:41,2018-07-02 10:23:41
302,199,125,False,0,365,2018-07-02 12:32:41,
303,634,140,True,0,0,,2011-11-19 07:23:35
304,634,129,True,99,0,2011-11-19 09:34:35,2011-11-19 09:58:35
305,634,142,True,0,99,2011-11-19 10:30:35,
306,37,77,True,380,0,,2019-05-10 02:52:22
307,37,2,True,56,272,2019-05-10 04:19:22,2019-05-10 04:54:22
308,37,96,True,0,164,2019-05-10 07:18:22,
309,989,63,True,212,0,,2022-07-27 13:58:19
310,989,133,True,77,114,2022-07-27 15:58:19,2022-07-27 16:25:19
311,989,99,True,0,175,2022-07-27 17:40:19,
312,44,110,True,100,0,,2021-04-15 09:51:49
313,44,131,True,40,28,2021-04-15 11:27:49,2021-04-15 12:02:49
314,44,152,True,0,112,2021-04-15 12:57:49,
315,56,166,True,247,0,,2019-11-07 03:29:24
316,56,137,True,121,198,2019-11-07 05:51:24,2019-11-07 06:35:24
317,56,177,True,0,170,2019-11-07 07:44:24,
318,167,95,False,42,0,,2012-04-17 17:29:17
319,167,9,False,31,31,2012-04-17 20:27:17,2012-04-17 20:43:17
320,167,109,False,0,42,2012-04-17 22:07:17,
321,41,18,False,396,0,,2022-02-20 03:41:23
322,41,132,False,86,191,2022-02-20 04:47:23,2022-02-20 05:25:23
323,41,19,False,0,291,2022-02-20 06:36:23,
324,37,77,False,32,0,,2018-10-28 13:03:13
325,37,2,False,189,11,2018-10-28 15:42:13,2018-10-28 16:25:13
326,37,96,False,0,210,2018-10-28 17:08:13,
327,963,42,False,262,0,,2015-06-07 13:41:46
328,963,155,False,23,256,2015-06-07 14:53:46,2015-06-07 15:21:46
329,963,86,False,0,29,2015-06-07 16:21:46,
330,566,31,True,40,0,,2012-08-05 15:54:48
331,566,10,True,141,23,2012-08-05 17:58:48,2012-08-05 18:12:48
332,566,93,True,0,158,2012-08-05 18:55:48,
333,320,110,False,207,0,,2020-01-03 18:10:43
334,320,131,False,190,93,2020-01-03 18:46:43,2020-01-03 19:13:43
335,320,144,False,0,304,2020-01-03 20:00:43,
336,132,123,True,289,0,,2017-05-05 08:53:27
337,132,8,True,104,177,2017-05-05 11:34:27,2017-05-05 11:49:27
338,132,167,True,0,216,2017-05-05 12:24:27,
339,187,113,True,77,0,,2014-01-02 22:31:27
340,187,132,True,93,50,2014-01-03 00:40:27,2014-01-03 00:56:27
341,187,128,True,0,120,2014-01-03 02:19:27,
342,790,89,False,138,0,,2016-05-01 16:17:12
343,790,15,False,85,85,2016-05-01 18:53:12,2016-05-01 19:12:12
344,790,139,False,0,138,2016-05-01 20:03:12,
345,949,54,False,327,0,,2021-11-14 18:39:26
346,949,129,False,249,277,2021-11-14 19:45:26,2021-11-14 20:24:26
347,949,173,False,0,299,2021-11-14 21:38:26,
348,748,100,True,150,0,,2021-08-08 04:07:05
349,748,4,True,1,99,2021-08-08 05:45:05,2021-08-08 06:22:05
350,748,129,True,0,52,2021-08-08 07:48:05,
351,116,27,False,161,0,,2021-04-01 01:30:59
352,116,131,False,50,149,2021-04-01 02:18:59,2021-04-01 02:33:59
353,116,80,False,0,62,2021-04-01 04:48:59,
354,897,42,False,193,0,,2021-12-27 00:55:01
355,897,155,False,128,184,2021-12-27 01:46:01,2021-12-27 02:06:01
356,897,86,False,0,137,2021-12-27 04:43:01,
357,14,69,True,294,0,,2016-01-31 20:25:28
358,14,130,True,18,100,2016-01-31 23:18:28,2016-01-31 23:31:28
359,14,161,True,0,212,2016-02-01 02:19:28,
360,932,132,False,145,0,,2022-01-07 09:46:07
361,932,139,False,362,58,2022-01-07 10:24:07,2022-01-07 10:43:07
362,932,176,False,0,449,2022-01-07 11:51:07,
363,432,83,False,100,0,,2013-08-13 23:44:17
364,432,4,False,136,44,2013-08-14 00:59:17,2013-08-14 01:15:17
365,432,127,False,0,192,2013-08-14 03:33:17,
366,6,154,True,231,0,,2017-07-08 03:23:53
367,6,128,True,16,47,2017-07-08 05:28:53,2017-07-08 06:02:53
368,6,165,True,0,200,2017-07-08 08:30:53,
369,233,150,True,76,0,,2021-06-09 10:29:58
370,233,0,True,351,32,2021-06-09 11:00:58,2021-06-09 11:11:58
371,233,159,True,0,395,2021-06-09 13:46:58,
372,0,0,True,79,0,,2021-01-29 16:56:10
373,0,3,True,335,76,2021-01-29 19:48:10,2021-01-29 20:25:10
374,0,178,True,0,338,2021-01-29 22:55:10,
375,475,43,True,433,0,,2011-06-14 14:13:05
376,475,137,True,272,338,2011-06-14 15:33:05,2011-06-14 16:17:05
377,475,63,True,0,367,2011-06-14 18:28:05,
378,382,58,False,29,0,,2016-05-26 05:49:45
379,382,130,False,252,11,2016-05-26 06:29:45,2016-05-26 06:57:45
380,382,123,False,0,270,2016-05-26 09:44:45,
381,527,21,True,77,0,,2012-06-28 00:26:20
382,527,128,True,28,49,2012-06-28 02:38:20,2012-06-28 03:20:20
383,527,89,True,0,56,2012-06-28 04:19:20,
384,420,109,False,239,0,,2015-02-14 13:43:50
385,420,9,False,42,60,2015-02-14 16:35:50,2015-02-14 16:54:50
386,420,145,False,0,221,2015-02-14 18:30:50,
387,146,26,False,12,0,,2019-04-08 15:33:42
388,146,132,False,144,1,2019-04-08 17:17:42,2019-04-08 17:26:42
389,146,176,False,0,155,2019-04-08 19:24:42,
390,603,3,True,338,0,,2015-02-02 06:35:52
391,603,0,True,118,51,2015-02-02 09:28:52,2015-02-02 09:52:52
392,603,160,True,0,405,2015-02-02 12:26:52,
393,737,115,False,50,0,,2018-12-15 14:35:41
394,737,140,False,277,3,2018-12-15 15:15:41,2018-12-15 15:32:41
395,737,118,False,0,324,2018-12-15 18:00:41,
396,277,56,False,115,0,,2019-05-13 02:58:09
397,277,6,False,151,80,2019-05-13 04:30:09,2019-05-13 04:47:09
398,277,115,False,0,186,2019-05-13 06:20:09,
399,832,43,False,309,0,,2015-04-11 18:28:52
400,832,105,False,27,71,2015-04-11 20:30:52,2015-04-11 21:00:52
401,832,113,False,0,265,2015-04-11 23:38:52,
402,409,35,False,121,0,,2015-08-19 15:35:08
403,409,145,False,124,108,2015-08-19 17:58:08,2015-08-19 18:03:08
404,409,62,False,0,137,2015-08-19 18:51:08,
405,151,64,True,204,0,,2015-01-20 02:48:37
406,151,132,True,34,5,2015-01-20 03:46:37,2015-01-20 04:06:37
407,151,67,True,0,233,2015-01-20 06:38:37,
408,394,85,False,154,0,,2017-06-05 22:50:35
409,394,129,False,140,103,2017-06-06 00:04:35,2017-06-06 00:32:35
410,394,118,False,0,191,2017-06-06 01:39:35,
411,921,59,False,190,0,,2018-11-04 19:52:45
412,921,8,False,279,10,2018-11-04 21:29:45,2018-11-04 21:54:45
413,921,145,False,0,459,2018-11-04 23:50:45,
414,745,68,True,236,0,,2019-07-12 19:07:42
415,745,3,True,60,102,2019-07-12 19:45:42,2019-07-12 20:30:42
416,745,170,True,0,194,2019-07-12 23:07:42,
417,671,131,True,52,0,,2014-06-02 20:21:51
418,671,135,True,178,26,2014-06-02 22:43:51,2014-06-02 22:55:51
419,671,166,True,0,204,2014-06-02 23:41:51,
420,785,25,True,191,0,,2012-07-25 12:27:48
421,785,128,True,7,131,2012-07-25 14:38:48,2012-07-25 14:54:48
422,785,171,True,0,67,2012-07-25 16:52:48,
423,222,118,True,41,0,,2012-03-28 12:33:24
424,222,129,True,104,19,2012-03-28 15:29:24,2012-03-28 15:55:24
425,222,141,True,0,126,2012-03-28 16:52:24,
426,383,26,True,19,0,,2014-10-19 17:51:31
427,383,142,True,268,14,2014-10-19 18:26:31,2014-10-19 18:43:31
428,383,82,True,0,273,2014-10-19 21:13:31,
429,806,83,True,231,0,,2011-09-11 15:57:36
430,806,8,True,7,56,2011-09-11 17:02:36,2011-09-11 17:31:36
431,806,123,True,0,182,2011-09-11 19:55:36,
432,388,83,True,161,0,,2013-02-07 11:47:10
433,388,0,True,6,70,2013-02-07 12:29:10,2013-02-07 12:48:10
434,388,160,True,0,97,2013-02-07 14:01:10,
435,14,69,True,375,0,,2012-05-03 08:25:10
436,14,130,True,115,339,2012-05-03 09:58:10,2012-05-03 10:29:10
437,14,161,True,0,151,2012-05-03 12:27:10,
438,598,3,False,276,0,,2021-11-25 17:37:40
439,598,138,False,292,218,2021-11-25 20:24:40,2021-11-25 20:46:40
440,598,128,False,0,350,2021-11-25 22:28:40,
441,343,110,True,242,0,,2016-11-01 05:45:37
442,343,128,True,35,69,2016-11-01 08:45:37,2016-11-01 09:06:37
443,343,149,True,0,208,2016-11-01 10:42:37,
444,606,30,False,274,0,,2012-06-18 01:00:40
445,606,3,False,10,241,2012-06-18 03:16:40,2012-06-18 03:29:40
446,606,107,False,0,43,2012-06-18 05:18:40,
447,931,135,False,78,0,,2017-05-29 00:37:28
448,931,0,False,12,33,2017-05-29 01:42:28,2017-05-29 02:13:28
449,931,144,False,0,57,2017-05-29 05:05:28,
450,990,166,False,311,0,,2015-02-09 01:51:11
451,990,137,False,3,285,2015-02-09 03:14:11,2015-02-09 03:47:11
452,990,177,False,0,29,2015-02-09 06:40:11,
453,152,18,False,101,0,,2021-11-09 19:41:54
454,152,132,False,91,4,2021-11-09 22:12:54,2021-11-09 22:57:54
455,152,19,False,0,188,2021-11-10 00:51:54,
456,393,16,False,156,0,,2014-09-02 02:48:49
457,393,136,False,280,4,2014-09-02 03:44:49,2014-09-02 04:04:49
458,393,32,False,0,432,2014-09-02 06:27:49,
459,773,30,True,330,0,,2020-09-11 21:48:57
460,773,136,True,55,155,2020-09-11 22:29:57,2020-09-11 22:58:57
461,773,104,True,0,230,2020-09-11 23:41:57,
462,916,129,True,58,0,,2010-04-01 10:23:36
463,916,12,True,17,57,2010-04-01 12:29:36,2010-04-01 13:03:36
464,916,141,True,0,18,2010-04-01 15:42:36,
465,549,125,False,320,0,,2020-10-11 23:49:01
