181,3-61
182,3-62
183,3-66
184,3-67
185,3-72
186,3-74
187,3-75
188,3-83
189,3-89
190,3-90
191,3-92
192,3-94
193,3-100
194,3-103
195,3-105
196,3-112
197,3-113
198,3-114
199,3-117
200,3-123
201,3-124
202,3-126
203,3-127
204,3-128
205,3-130
206,3-136
207,3-144
208,3-151
209,3-152
210,3-157
211,3-159
212,3-160
213,3-163
214,3-164
215,3-165
216,3-177
217,4-10
218,4-11
219,4-18
220,4-20
221,4-21
222,4-29
223,4-32
224,4-33
225,4-41
226,4-42
227,4-43
228,4-49
229,4-50
230,4-53
231,4-62
232,4-63
233,4-64
234,4-65
235,4-67
236,4-69
237,4-75
238,4-80
239,4-81
240,4-82
241,4-96
242,4-97
243,4-100
244,4-104
245,4-105
246,4-110
247,4-111
248,4-115
249,4-123
250,4-127
251,4-129
252,4-130
253,4-132
254,4-134
255,4-140
256,4-144
257,4-149
258,4-157
259,4-160
260,4-161
261,4-163
262,4-165
263,4-168
264,4-172
265,4-173
266,4-174
267,4-176
268,5-8
269,5-9
270,5-11
271,5-13
272,5-25
273,5-27
274,5-30
275,5-35
276,5-36
277,5-43
278,5-44
279,5-54
280,5-57
281,5-60
282,5-62
283,5-63
284,5-67
285,5-70
286,5-71
287,5-72
288,5-74
289,5-76
290,5-80
291,5-84
292,5-86
293,5-88
294,5-90
295,5-94
296,5-96
297,5-100
298,5-104
299,5-105
300,5-108
301,5-111
302,5-120
303,5-128
304,5-129
305,5-130
306,5-131
307,5-137
308,5-139
309,5-140
310,5-142
311,5-144
312,5-147
313,5-152
314,5-154
315,5-156
316,5-159
317,5-163
318,5-166
319,5-167
320,5-170
321,5-171
322,5-172
323,5-174
324,5-176
325,5-177
326,5-178
327,6-8
328,6-12
329,6-17
330,6-24
331,6-25
332,6-26
333,6-29
334,6-39
335,6-41
336,6-42
337,6-49
338,6-51
339,6-53
340,6-57
341,6-63
342,6-65
343,6-69
344,6-74
345,6-75
346,6-77
347,6-78
348,6-80
349,6-85
350,6-88
351,6-92
352,6-94
353,6-96
354,6-98
355,6-100
356,6-101
357,6-111
358,6-118
359,6-119
360,6-120
361,6-129
362,6-134
363,6-138
364,6-143
365,6-148
366,6-149
367,6-150
368,6-153
369,6-155
370,6-161
371,6-167
372,6-168
373,6-172
374,6-175
375,6-178
376,7-17
377,7-24
378,7-50
379,7-54
380,7-58
381,7-60
382,7-66
383,7-69
384,7-70
385,7-77
386,7-81
387,7-86
388,7-90
389,7-95
390,7-96
391,7-106
392,7-110
393,7-114
394,7-120
395,7-121
396,7-122
397,7-123
398,7-127
399,7-131
400,7-135
401,7-137
402,7-152
403,7-154
404,7-158
405,7-173
406,8-10
407,8-11
408,8-13
409,8-16
410,8-19
411,8-20
412,8-25
413,8-29
414,8-31
415,8-32
416,8-36
417,8-39
418,8-40
419,8-43
420,8-44
421,8-47
422,8-48
423,8-49
424,8-51
425,8-52
426,8-60
427,8-73
428,8-80
429,8-81
430,8-84
431,8-85
432,8-86
433,8-92
434,8-95
435,8-100
436,8-102
437,8-103
438,8-104
439,8-108
440,8-109
441,8-114
442,8-117
443,8-124
444,8-126
445,8-127
446,8-129
447,8-137
448,8-138
449,8-142
450,8-144
451,8-146
452,8-147
453,8-148
454,8-154
455,8-157
456,8-160
457,8-161
458,8-162
459,8-167
460,8-168
461,8-170
462,8-174
463,8-175
464,8-177
465,8-178
466,9-11
467,9-13
468,9-16
469,9-24
470,9-26
471,9-30
472,9-32
473,9-35
474,9-36
475,9-41
476,9-43
477,9-45
478,9-47
479,9-49
480,9-50
481,9-51
482,9-57
483,9-58
484,9-69
485,9-73
486,9-81
487,9-85
488,9-88
489,9-90
490,9-91
491,9-93
492,9-96
493,9-97
494,9-100
495,9-101
496,9-108
497,9-109
498,9-110
499,9-111
500,9-112
501,9-115
502,9-118
503,9-119
504,9-129
505,9-130
506,9-131
507,9-133
508,9-139
509,9-147
510,9-148
511,9-150
512,9-154
513,9-165
514,9-173
515,9-176
516,9-177
517,9-178
518,10-12
519,10-15
520,10-16
521,10-17
522,10-20
523,10-23
524,10-28
525,10-29
526,10-31
527,10-32
528,10-33
529,10-34
530,10-40
531,10-49
532,10-50
533,10-51
534,10-55
535,10-56
536,10-57
537,10-58
538,10-60
539,10-61
540,10-71
541,10-77
542,10-81
543,10-85
544,10-88
545,10-95
546,10-97
547,10-101
548,10-106
549,10-110
550,10-112
551,10-117
552,10-118
553,10-119
554,10-121
555,10-127
556,10-130
557,10-131
558,10-132
559,10-135
560,10-138
561,10-144
562,10-148
563,10-150
564,10-153
565,10-154
566,10-156
567,10-159
568,10-164
569,10-168
570,10-172
571,10-174
572,10-179
573,11-12
574,11-16
575,11-21
576,11-24
577,11-27
578,11-29
579,11-32
580,11-42
581,11-43
582,11-46
583,11-49
584,11-53
585,11-58
586,11-59
587,11-62
588,11-65
589,11-66
590,11-67
591,11-74
592,11-81
593,11-86
594,11-89
595,11-93
596,11-95
597,11-98
598,11-99
599,11-113
600,11-117
601,11-119
602,11-120
603,11-123
604,11-124
605,11-127
606,11-131
607,11-134
608,11-137
609,11-141
610,11-144
611,11-148
612,11-149
613,11-154
614,11-156
615,11-159
616,11-170
617,11-172
618,11-175
619,11-179
620,12-14
621,12-19
622,12-23
623,12-24
624,12-25
625,12-27
626,12-28
627,12-29
628,12-33
629,12-34
630,12-37
631,12-40
632,12-42
633,12-48
634,12-50
635,12-53
636,12-54
637,12-55
638,12-56
639,12-57
640,12-60
641,12-65
642,12-70
643,12-72
644,12-74
645,12-75
646,12-79
647,12-83
648,12-88
649,12-92
650,12-93
651,12-94
652,12-102
653,12-103
654,12-106
655,12-107
656,12-111
657,12-115
658,12-116
659,12-122
660,12-123
661,12-130
662,12-134
663,12-136
664,12-137
665,12-138
666,12-140
667,12-142
668,12-143
669,12-144
670,12-146
671,12-150
672,12-153
673,12-157
674,12-159
675,12-160
676,12-168
677,12-171
678,12-172
679,12-175
680,12-177
681,12-178
682,13-20
683,13-28
684,13-29
685,13-33
686,13-35
687,13-36
688,13-37
689,13-39
690,13-43
691,13-49
692,13-54
693,13-58
694,13-62
695,13-71
696,13-78
697,13-84
698,13-89
699,13-91
700,13-93
701,13-94
702,13-97
703,13-101
704,13-104
705,13-106
706,13-107
707,13-114
708,13-120
709,13-127
710,13-138
711,13-142
712,13-143
713,13-144
714,13-147
715,13-151
716,13-153
717,13-157
718,13-162
719,13-164
720,13-170
721,13-177
722,14-16
723,14-26
724,14-31
725,14-35
726,14-40
727,14-41
728,14-45
729,14-52
730,14-59
731,14-62
732,14-70
733,14-73
734,14-74
735,14-84
736,14-85
737,14-92
738,14-95
739,14-97
740,14-98
741,14-99
742,14-103
743,14-104
744,14-113
745,14-114
746,14-115
747,14-116
748,14-117
749,14-126
750,14-127
751,14-135
752,14-136
753,14-143
754,14-149
755,14-156
756,14-158
757,14-159
758,14-160
759,14-161
760,14-163
761,14-166
762,14-167
763,14-168
764,14-172
765,14-175
766,14-177
767,14-178
768,15-17
769,15-23
770,15-25
771,15-26
772,15-27
773,15-29
774,15-32
775,15-34
776,15-36
777,15-39
778,15-46
779,15-47
780,15-48
781,15-49
782,15-52
783,15-56
784,15-57
785,15-59
786,15-60
787,15-66
788,15-72
789,15-73
790,15-75
791,15-81
792,15-89
793,15-92
794,15-101
795,15-103
796,15-105
797,15-106
798,15-107
799,15-108
800,15-123
801,15-124
802,15-126
803,15-133
804,15-136
805,15-137
806,15-138
807,15-146
808,15-154
809,15-157
810,15-161
811,15-164
812,15-167
813,15-170
814,15-171
815,15-174
816,15-176
817,16-18
818,16-20
819,16-24
820,16-27
821,16-32
822,16-35
823,16-37
824,16-39
825,16-43
826,16-47
827,16-61
828,16-65
829,16-67
830,16-69
831,16-73
832,16-75
833,16-76
834,16-77
835,16-85
836,16-86
837,16-96
838,16-101
839,16-104
840,16-106
841,16-108
842,16-110
843,16-112
844,16-113
845,16-114
846,16-121
847,16-123
848,16-126
849,16-129
850,16-130
851,16-132
852,16-133
853,16-135
854,16-138
855,16-141
856,16-146
857,16-149
858,16-150
859,16-156
860,16-157
861,16-159
862,16-166
863,16-168
864,16-171
865,16-176
866,17-20
867,17-23
868,17-25
869,17-27
870,17-28
871,17-32
872,17-34
873,17-41
874,17-48
875,17-51
876,17-58
877,17-63
878,17-66
879,17-67
880,17-70
881,17-76
882,17-77
883,17-78
884,17-79
885,17-82
886,17-85
887,17-90
888,17-97
889,17-98
890,17-100
891,17-102
892,17-105
893,17-108
894,17-109
895,17-110
896,17-111
897,17-113
898,17-114
899,17-115
900,17-118
901,17-120
902,17-127
903,17-135
904,17-140
905,17-142
906,17-143
907,17-146
908,17-150
909,17-154
910,17-157
911,17-163
912,17-170
913,17-172
914,18-19
915,18-25
916,18-27
917,18-30
918,18-32
919,18-38
920,18-39
921,18-40
922,18-48
923,18-49
924,18-51
925,18-52
926,18-54
927,18-58
928,18-61
929,18-65
930,18-67
931,18-76
932,18-77
933,18-80
934,18-81
935,18-88
936,18-90
937,18-92
938,18-94
939,18-98
940,18-104
941,18-108
942,18-109
943,18-110
944,18-112
945,18-114
946,18-119
947,18-125
948,18-127
949,18-129
950,18-131
951,18-133
952,18-135
953,18-137
954,18-139
955,18-141
956,18-150
957,18-153
958,18-155
959,18-157
960,18-163
961,18-170
962,18-174
963,19-21
964,19-25
965,19-29
966,19-40
967,19-41
968,19-43
969,19-44
970,19-48
971,19-54
972,19-58
973,19-60
974,19-61
975,19-65
976,19-67
977,19-74
978,19-75
979,19-79
980,19-83
981,19-86
982,19-88
983,19-93
984,19-97
985,19-103
986,19-105
987,19-108
988,19-109
989,19-112
990,19-117
991,19-119
992,19-121
993,19-126
994,19-135
995,19-136
996,19-140
997,19-142
998,19-143
999,19-146
1000,19-153
1001,19-157
1002,19-159
1003,19-160
1004,19-161
1005,19-162
1006,19-164
1007,19-165
1008,19-166
1009,19-167
1010,19-170
1011,19-173
1012,19-175
1013,20-21
1014,20-31
1015,20-35
1016,20-39
1017,20-40
1018,20-43
1019,20-44
1020,20-46
1021,20-56
1022,20-60
1023,20-62
1024,20-63
1025,20-68
1026,20-71
1027,20-77
1028,20-79
1029,20-80
1030,20-82
1031,20-85
1032,20-87
1033,20-91
1034,20-92
1035,20-93
1036,20-96
1037,20-97
1038,20-100
1039,20-111
1040,20-116
1041,20-130
1042,20-132
1043,20-136
1044,20-141
1045,20-143
1046,20-145
1047,20-146
1048,20-150
1049,20-152
1050,20-159
1051,20-163
1052,20-164
1053,20-166
1054,20-168
1055,20-175
1056,20-177
1057,21-25
1058,21-31
1059,21-37
1060,21-41
1061,21-42
1062,21-45
1063,21-46
1064,21-49
1065,21-53
1066,21-54
1067,21-61
1068,21-66
1069,21-72
1070,21-78
1071,21-79
1072,21-84
1073,21-85
1074,21-86
1075,21-87
1076,21-89
1077,21-90
1078,21-96
1079,21-97
1080,21-99
1081,21-101
1082,21-104
1083,21-106
1084,21-111
1085,21-114
1086,21-115
1087,21-125
1088,21-130
1089,21-135
1090,21-137
1091,21-138
1092,21-140
1093,21-144
1094,21-147
1095,21-150
1096,21-156
1097,21-162
1098,21-163
1099,21-165
1100,21-168
1101,21-170
1102,21-173
1103,21-179
1104,22-23
1105,22-24
1106,22-26
1107,22-28
1108,22-30
1109,22-34
1110,22-36
1111,22-37
1112,22-40
1113,22-52
1114,22-66
1115,22-68
1116,22-71
1117,22-76
1118,22-77
1119,22-79
1120,22-82
1121,22-84
1122,22-85
1123,22-87
1124,22-88
1125,22-92
1126,22-94
1127,22-98
1128,22-101
1129,22-107
1130,22-114
1131,22-121
1132,22-122
1133,22-124
1134,22-125
1135,22-126
1136,22-129
1137,22-135
1138,22-139
1139,22-150
1140,22-152
1141,22-154
1142,22-164
1143,22-165
1144,22-166
1145,22-172
1146,22-175
1147,22-176
1148,22-177
1149,23-26
1150,23-30
1151,23-39
1152,23-41
1153,23-47
1154,23-51
1155,23-54
1156,23-55
1157,23-59
1158,23-60
1159,23-61
1160,23-62
1161,23-63
1162,23-64
1163,23-68
1164,23-69
1165,23-70
1166,23-79
1167,23-82
1168,23-83
1169,23-84
1170,23-88
1171,23-91
1172,23-93
1173,23-94
1174,23-95
1175,23-99
1176,23-103
1177,23-116
1178,23-122
1179,23-128
1180,23-131
1181,23-139
1182,23-141
1183,23-143
1184,23-144
1185,23-153
1186,23-155
1187,23-160
1188,23-161
1189,23-164
1190,23-166
1191,23-167
1192,23-169
1193,24-28
1194,24-29
1195,24-37
1196,24-38
1197,24-40
1198,24-45
1199,24-46
1200,24-47
1201,24-48
1202,24-57
1203,24-59
1204,24-64
1205,24-67
1206,24-69
1207,24-74
1208,24-77
1209,24-79
1210,24-84
1211,24-93
1212,24-98
1213,24-99
1214,24-100
1215,24-103
1216,24-112
1217,24-114
1218,24-115
1219,24-116
1220,24-117
1221,24-132
1222,24-137
1223,24-138
1224,24-139
1225,24-142
1226,24-146
1227,24-148
1228,24-149
1229,24-150
1230,24-155
1231,24-158
1232,24-159
1233,24-163
1234,24-165
1235,24-175
1236,24-177
1237,24-178
1238,24-179
1239,25-26
1240,25-27
1241,25-29
1242,25-30
1243,25-33
1244,25-35
1245,25-37
1246,25-40
1247,25-54
1248,25-58
1249,25-59
1250,25-63
1251,25-71
1252,25-75
1253,25-77
1254,25-80
1255,25-89
1256,25-91
1257,25-93
1258,25-95
1259,25-96
1260,25-97
1261,25-98
1262,25-100
1263,25-101
1264,25-102
1265,25-103
1266,25-107
1267,25-109
1268,25-113
1269,25-128
1270,25-130
1271,25-131
1272,25-132
1273,25-134
1274,25-135
1275,25-138
1276,25-140
1277,25-141
1278,25-144
1279,25-150
1280,25-153
1281,25-155
1282,25-157
1283,25-158
1284,25-161
1285,25-164
1286,25-165
1287,25-171
1288,25-172
1289,25-173
1290,25-178
1291,26-27
1292,26-32
1293,26-34
1294,26-36
1295,26-42
1296,26-43
1297,26-47
1298,26-51
1299,26-53
1300,26-57
1301,26-60
1302,26-72
1303,26-76
1304,26-78
1305,26-79
1306,26-82
1307,26-85
1308,26-89
1309,26-90
1310,26-91
1311,26-93
1312,26-95
1313,26-98
1314,26-107
1315,26-108
1316,26-109
1317,26-111
1318,26-120
1319,26-121
1320,26-124
1321,26-132
1322,26-138
1323,26-140
1324,26-146
1325,26-149
1326,26-151
1327,26-152
1328,26-159
1329,26-161
1330,26-162
1331,26-163
1332,26-165
1333,26-166
1334,26-170
1335,26-172
1336,26-174
1337,26-175
1338,26-176
1339,26-179
1340,27-33
1341,27-34
1342,27-35
1343,27-38
1344,27-42
1345,27-43
1346,27-44
1347,27-46
1348,27-47
1349,27-49
1350,27-52
1351,27-53
1352,27-58
1353,27-59
1354,27-65
1355,27-77
1356,27-78
1357,27-80
1358,27-86
1359,27-90
1360,27-92
1361,27-99
1362,27-101
1363,27-102
1364,27-103
1365,27-108
1366,27-110
1367,27-111
1368,27-115
1369,27-118
1370,27-120
1371,27-124
1372,27-126
1373,27-127
1374,27-129
1375,27-132
1376,27-139
1377,27-142
1378,27-145
1379,27-146
1380,27-151
1381,27-155
1382,27-159
1383,27-161
1384,27-162
1385,27-163
1386,27-170
1387,27-174
1388,28-32
1389,28-38
1390,28-45
1391,28-53
1392,28-54
1393,28-58
1394,28-59
1395,28-61
1396,28-64
1397,28-67
1398,28-73
1399,28-76
1400,28-79
1401,28-85
1402,28-91
1403,28-93
1404,28-94
1405,28-97
1406,28-99
1407,28-103
1408,28-119
1409,28-120
1410,28-122
1411,28-124
1412,28-131
1413,28-132
1414,28-141
1415,28-142
1416,28-144
1417,28-149
1418,28-152
1419,28-153
1420,28-161
1421,28-165
1422,28-166
1423,28-167
1424,28-168
1425,28-170
1426,28-173
1427,28-178
1428,28-179
1429,29-30
1430,29-34
1431,29-37
1432,29-39
1433,29-40
1434,29-48
1435,29-64
1436,29-65
1437,29-67
1438,29-75
1439,29-76
1440,29-82
1441,29-89
1442,29-90
1443,29-94
1444,29-96
1445,29-97
1446,29-99
1447,29-102
1448,29-104
1449,29-108
1450,29-110
1451,29-112
1452,29-114
1453,29-117
1454,29-123
1455,29-126
1456,29-128
1457,29-129
1458,29-132
1459,29-142
1460,29-144
1461,29-146
1462,29-147
1463,29-150
1464,29-152
1465,29-157
1466,29-160
1467,29-161
1468,29-166
1469,29-168
1470,29-169
1471,29-172
1472,29-175
1473,29-179
1474,30-33
1475,30-37
1476,30-38
1477,30-40
1478,30-42
1479,30-43
1480,30-56
1481,30-59
1482,30-66
1483,30-82
1484,30-101
1485,30-104
1486,30-107
1487,30-109
1488,30-111
1489,30-119
1490,30-124
1491,30-125
1492,30-126
1493,30-127
1494,30-128
1495,30-131
1496,30-136
1497,30-137
1498,30-142
1499,30-143
1500,30-145
1501,30-148
1502,30-151
1503,30-155
1504,30-157
1505,30-164
1506,30-166
1507,30-170
1508,30-173
1509,30-177
1510,31-32
1511,31-33
1512,31-47
1513,31-48
1514,31-49
1515,31-50
1516,31-52
1517,31-57
1518,31-61
1519,31-62
1520,31-69
1521,31-70
1522,31-77
1523,31-80
1524,31-81
1525,31-82
1526,31-86
1527,31-87
1528,31-90
1529,31-93
1530,31-94
1531,31-98
1532,31-100
1533,31-101
1534,31-104
1535,31-109
1536,31-113
1537,31-119
1538,31-124
1539,31-125
1540,31-126
1541,31-128
1542,31-129
1543,31-130
1544,31-134
1545,31-136
1546,31-142
1547,31-147
1548,31-150
1549,31-151
1550,31-153
1551,31-155
1552,31-157
1553,31-159
1554,31-161
1555,31-167
1556,31-169
1557,31-171
1558,31-172
1559,31-176
1560,32-37
1561,32-38
1562,32-40
1563,32-43
1564,32-51
1565,32-53
1566,32-54
1567,32-55
1568,32-60
1569,32-61
1570,32-66
1571,32-67
1572,32-76
1573,32-77
1574,32-86
1575,32-89
1576,32-92
1577,32-93
1578,32-96
1579,32-97
1580,32-98
1581,32-100
1582,32-104
1583,32-107
1584,32-112
1585,32-115
1586,32-117
1587,32-118
1588,32-121
1589,32-122
1590,32-126
1591,32-134
1592,32-138
1593,32-141
1594,32-149
1595,32-151
1596,32-154
1597,32-156
1598,32-162
1599,32-167
1600,32-171
1601,33-34
1602,33-37
1603,33-42
1604,33-46
1605,33-59
1606,33-64
1607,33-68
1608,33-73
1609,33-83
1610,33-87
1611,33-89
1612,33-96
1613,33-104
1614,33-108
1615,33-112
1616,33-116
1617,33-117
1618,33-119
1619,33-121
1620,33-123
1621,33-133
1622,33-138
1623,33-141
1624,33-145
1625,33-151
1626,33-152
1627,33-153
1628,33-156
1629,33-162
1630,33-163
1631,33-164
1632,33-169
1633,33-174
1634,33-175
1635,34-36
1636,34-42
1637,34-43
1638,34-49
1639,34-52
1640,34-56
1641,34-57
1642,34-60
1643,34-63
1644,34-67
1645,34-70
1646,34-72
1647,34-75
1648,34-83
1649,34-85
1650,34-88
1651,34-90
1652,34-95
1653,34-106
1654,34-108
1655,34-112
1656,34-114
1657,34-123
1658,34-125
1659,34-127
1660,34-128
1661,34-130
1662,34-135
1663,34-137
1664,34-141
1665,34-142
1666,34-144
1667,34-145
1668,34-152
1669,34-154
1670,34-155
1671,34-156
1672,34-161
1673,34-163
1674,34-164
1675,34-167
1676,34-171
1677,34-172
1678,34-176
1679,34-179
1680,35-38
1681,35-46
1682,35-48
1683,35-50
1684,35-51
1685,35-52
1686,35-54
1687,35-58
1688,35-62
1689,35-72
1690,35-74
1691,35-80
1692,35-81
1693,35-85
1694,35-86
1695,35-88
1696,35-89
1697,35-92
1698,35-94
1699,35-99
1700,35-100
1701,35-107
1702,35-108
1703,35-113
1704,35-117
1705,35-119
1706,35-120
1707,35-121
1708,35-125
1709,35-127
1710,35-128
1711,35-139
1712,35-140
1713,35-144
1714,35-145
1715,35-147
1716,35-149
1717,35-150
1718,35-160
1719,35-161
1720,35-162
1721,35-166
1722,35-173
1723,35-176
1724,35-178
1725,36-40
1726,36-42
1727,36-45
1728,36-50
1729,36-53
1730,36-59
1731,36-62
1732,36-65
1733,36-68
1734,36-69
1735,36-72
1736,36-73
1737,36-78
1738,36-80
1739,36-82
1740,36-84
1741,36-85
1742,36-87
1743,36-88
1744,36-91
1745,36-92
1746,36-95
1747,36-97
1748,36-98
1749,36-101
1750,36-103
1751,36-104
1752,36-106
1753,36-109
1754,36-110
1755,36-111
1756,36-117
1757,36-136
1758,36-142
1759,36-144
1760,36-145
1761,36-148
1762,36-151
1763,36-155
1764,36-159
1765,36-162
1766,36-163
1767,36-165
1768,36-170
1769,37-41
1770,37-43
1771,37-49
1772,37-53
1773,37-55
1774,37-56
1775,37-57
1776,37-66
1777,37-67
1778,37-69
1779,37-73
1780,37-75
1781,37-76
1782,37-77
1783,37-78
1784,37-79
1785,37-80
1786,37-82
1787,37-83
1788,37-84
1789,37-87
1790,37-94
1791,37-96
1792,37-104
1793,37-105
1794,37-108
1795,37-117
1796,37-125
1797,37-127
1798,37-128
1799,37-130
1800,37-131
1801,37-133
1802,37-143
1803,37-148
1804,37-161
1805,37-162
1806,37-163
1807,37-165
1808,37-168
1809,37-170
1810,37-172
1811,37-174
1812,37-179
1813,38-39
1814,38-47
1815,38-49
1816,38-51
1817,38-52
1818,38-68
1819,38-71
1820,38-73
1821,38-81
1822,38-83
1823,38-89
1824,38-92
1825,38-94
1826,38-98
1827,38-101
1828,38-103
1829,38-108
1830,38-111
1831,38-112
1832,38-115
1833,38-118
1834,38-119
1835,38-125
1836,38-128
1837,38-131
1838,38-137
1839,38-140
1840,38-145
1841,38-146
1842,38-147
1843,38-158
1844,38-166
1845,38-167
1846,38-168
1847,38-169
1848,38-170
1849,39-41
1850,39-43
1851,39-47
1852,39-50
1853,39-57
1854,39-64
1855,39-66
1856,39-68
1857,39-82
1858,39-89
1859,39-91
1860,39-93
1861,39-94
1862,39-96
1863,39-102
1864,39-105
1865,39-107
1866,39-108
1867,39-110
1868,39-112
1869,39-113
1870,39-114
1871,39-117
1872,39-119
1873,39-121
1874,39-124
1875,39-129
1876,39-140
1877,39-142
1878,39-144
1879,39-145
1880,39-148
1881,39-152
1882,39-153
1883,39-156
1884,39-157
1885,39-158
1886,39-166
1887,39-169
1888,39-170
1889,39-173
1890,39-174
1891,40-45
1892,40-50
1893,40-53
1894,40-55
1895,40-57
1896,40-62
1897,40-66
1898,40-68
1899,40-73
1900,40-74
1901,40-76
1902,40-80
1903,40-84
1904,40-86
1905,40-88
1906,40-91
1907,40-93
1908,40-100
1909,40-101
1910,40-102
1911,40-103
1912,40-110
1913,40-112
1914,40-119
1915,40-121
1916,40-123
1917,40-124
1918,40-127
1919,40-128
1920,40-134
1921,40-136
1922,40-144
1923,40-153
1924,40-154
1925,40-157
1926,40-164
1927,40-167
1928,40-168
1929,40-172
1930,40-176
1931,41-42
1932,41-43
1933,41-49
1934,41-58
1935,41-62
1936,41-64
1937,41-65
1938,41-67
1939,41-74
1940,41-77
1941,41-78
1942,41-81
1943,41-97
1944,41-100
1945,41-104
1946,41-111
1947,41-118
1948,41-127
1949,41-128
1950,41-132
1951,41-135
1952,41-136
1953,41-138
1954,41-143
1955,41-145
1956,41-149
1957,41-154
1958,41-155
1959,41-161
1960,41-167
1961,41-168
1962,42-48
1963,42-49
1964,42-52
1965,42-62
1966,42-63
1967,42-73
1968,42-74
1969,42-75
1970,42-76
1971,42-77
1972,42-78
1973,42-80
1974,42-83
1975,42-85
1976,42-86
1977,42-87
1978,42-96
1979,42-101
1980,42-111
1981,42-115
1982,42-116
1983,42-118
1984,42-120
1985,42-124
1986,42-125
1987,42-126
1988,42-130
1989,42-137
1990,42-140
1991,42-143
1992,42-149
1993,42-153
1994,42-156
1995,42-159
1996,42-160
1997,42-172
1998,43-53
1999,43-55
2000,43-58
2001,43-60
2002,43-62
2003,43-63
2004,43-64
2005,43-70
2006,43-82
2007,43-88
2008,43-89
2009,43-91
2010,43-93
2011,43-97
2012,43-103
2013,43-110
2014,43-111
2015,43-113
2016,43-116
2017,43-123
2018,43-128
2019,43-134
2020,43-141
2021,43-142
2022,43-146
2023,43-157
2024,43-163
2025,43-168
2026,43-174
2027,43-175
2028,43-176
2029,43-178
2030,44-45
2031,44-55
2032,44-56
2033,44-58
2034,44-59
2035,44-61
2036,44-63
2037,44-68
2038,44-69
2039,44-75
2040,44-81
2041,44-82
2042,44-83
2043,44-84
2044,44-86
2045,44-90
2046,44-92
2047,44-93
2048,44-95
2049,44-97
2050,44-98
2051,44-100
2052,44-102
2053,44-103
2054,44-104
2055,44-105
2056,44-110
2057,44-115
2058,44-130
2059,44-135
2060,44-137
2061,44-141
2062,44-143
2063,44-144
2064,44-152
2065,44-153
2066,44-154
2067,44-156
2068,44-165
2069,44-167
2070,44-168
2071,44-169
2072,44-171
2073,44-177
2074,44-179
2075,45-47
2076,45-50
2077,45-53
2078,45-56
2079,45-57
2080,45-61
2081,45-64
2082,45-66
2083,45-74
2084,45-76
2085,45-81
2086,45-83
2087,45-84
2088,45-87
2089,45-93
2090,45-94
2091,45-99
2092,45-100
2093,45-103
2094,45-106
2095,45-107
2096,45-111
2097,45-112
2098,45-121
2099,45-124
2100,45-125
2101,45-126
2102,45-128
2103,45-129
2104,45-130
2105,45-132
2106,45-137
2107,45-138
2108,45-145
2109,45-157
2110,45-160
2111,45-176
2112,46-54
2113,46-57
2114,46-58
2115,46-59
2116,46-64
2117,46-65
2118,46-69
2119,46-73
2120,46-77
2121,46-81
2122,46-84
2123,46-86
2124,46-88
2125,46-90
2126,46-94
2127,46-96
2128,46-98
2129,46-101
2130,46-102
2131,46-111
2132,46-114
2133,46-126
2134,46-127
2135,46-128
2136,46-131
2137,46-133
2138,46-135
2139,46-136
2140,46-140
2141,46-143
